Age,WorkClass,Weight,Education,EducationNumber,Occupation,Relationship,MarriageStatus,PartnerStatus,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Native Country,Salary
55,Private,175071,Undergraduate,10,Craft-repair, Husband, Married,Civil, Black, Male,15024,0,40,United-States, >50K
66,No Information,129476,Undergraduate,13,Unknown, Husband, Married,Civil, White, Male,0,0,6,United-States, <=50K
25,Private,181772,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
20,Private,284317,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Female,0,0,35,United-States, <=50K
20,Private,237305,Undergraduate,10,Machine-op-inspct, Other-relative, Never,No Information, Black, Female,0,0,35,United-States, <=50K
67,Self Employed,111321,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,16,United-States, <=50K
44,Private,278476,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
42,Private,39060,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
29,Government,205262,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, Other, Male,0,0,40,Ecuador, <=50K
48,Private,198000,Undergraduate,10,Craft-repair, Unmarried, Never,No Information, White, Female,0,0,38,United-States, >50K
25,Private,397962,High School,9,Adm-clerical, Other-relative, Never,No Information, Black, Female,0,0,40,United-States, <=50K
31,Private,178370,High School,9,Other-service, Unmarried, Divorced,No Information, White, Female,0,0,99,United-States, >50K
48,Private,121253,Undergraduate,13,Sales, Unmarried, Married,Absent, White, Female,0,2472,70,United-States, >50K
40,Private,56072,Graduate,14,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,0,0,20,United-States, <=50K
26,Private,176756,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
28,Private,60374,High School,9,Other-service, Own-child, Married,Civil, White, Female,0,0,35,United-States, <=50K
52,Private,165681,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
41,Self Employed,287037,High School,9,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
39,Self Employed,55568,Undergraduate,13,Farming-fishing, Wife, Married,Civil, White, Female,0,0,50,United-States, <=50K
48,Private,155509,High School,9,Adm-clerical, Not-in-family, Never,No Information, Black, Female,0,0,16,Trinidad and Tobago, <=50K
19,Private,201178,High School,9,Sales, Not-in-family, Never,No Information, White, Female,0,0,30,United-States, <=50K
27,Private,37250,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, White, Male,0,1651,40,United-States, <=50K
59,Private,314149,Associate,11,Sales, Husband, Married,Civil, White, Male,0,1740,50,United-States, <=50K
19,Private,264593,Undergraduate,10,Sales, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
32,Private,159589,High School,9,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,50,United-States, <=50K
39,Private,454915,High School,9,Handlers-cleaners, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
33,Private,285131,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
38,Private,150057,High School,9,Handlers-cleaners, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
27,Private,55390,Undergraduate,10,Farming-fishing, Own-child, Never,No Information, White, Male,0,0,45,United-States, <=50K
23,Private,314894,High School,9,Exec-managerial, Own-child, Never,No Information, White, Female,0,0,45,United-States, <=50K
59,No Information,184948,Associate,11,Unknown, Not-in-family, Divorced,No Information, White, Male,0,0,48,United-States, <=50K
25,Government,124483,Undergraduate,13,Adm-clerical, Not-in-family, Never,No Information, Asian-Pac-Islander, Male,0,0,20,India, <=50K
37,Self Employed,97986,Associate,12,Sales, Husband, Married,Civil, White, Male,0,0,68,United-States, <=50K
31,Private,210562,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,65,United-States, <=50K
24,Private,233280,Associate,12,Sales, Own-child, Never,No Information, White, Female,0,0,37,United-States, <=50K
53,Government,164300,Undergraduate,13,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,38,Dominican-Republic, <=50K
26,Private,227489,Undergraduate,10,Handlers-cleaners, Other-relative, Never,No Information, Black, Male,0,0,40,Unknown, <=50K
25,Private,263773,Undergraduate,10,Adm-clerical, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
59,Private,96459,School,7,Machine-op-inspct, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
39,Government,116608,High School,9,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
28,Private,180007,Undergraduate,10,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
22,Private,305466,High School,9,Handlers-cleaners, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
20,Private,238917,High School,9,Craft-repair, Other-relative, Never,No Information, White, Male,0,0,40,El-Salvador, <=50K
25,Private,129784,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
27,Private,367390,Undergraduate,10,Craft-repair, Unmarried, Never,No Information, White, Male,0,0,50,United-States, <=50K
20,Private,235691,High School,9,Sales, Unmarried, Never,No Information, White, Male,0,0,40,United-States, <=50K
63,No Information,166425,Undergraduate,10,Unknown, Not-in-family, Widowed,No Information, Black, Female,0,0,24,United-States, <=50K
43,Self Employed,160369,School,6,Farming-fishing, Unmarried, Divorced,No Information, White, Male,0,0,25,United-States, <=50K
39,Private,206298,Undergraduate,10,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
27,Private,183523,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,45,United-States, <=50K
17,Private,217342,School,6,Sales, Own-child, Never,No Information, White, Female,0,0,5,United-States, <=50K
40,Government,141858,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,0,0,72,United-States, <=50K
50,Private,213296,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,48,United-States, >50K
23,Self Employed,201682,Undergraduate,13,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,35,United-States, <=50K
60,Private,178312,High School,9,Sales, Husband, Married,Civil, White, Male,7298,0,65,United-States, >50K
30,Private,269723,High School,9,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
24,Private,200593,High School,9,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
23,Private,32616,Undergraduate,13,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,20,United-States, <=50K
24,Private,259510,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,5013,0,30,United-States, <=50K
45,Self Employed,271828,Undergraduate,13,Craft-repair, Husband, Married,Civil, White, Male,0,0,20,United-States, <=50K
58,Self Employed,78104,Undergraduate,10,Exec-managerial, Husband, Married,Civil, White, Male,7298,0,60,United-States, >50K
22,Private,113703,Undergraduate,10,Sales, Other-relative, Never,No Information, White, Male,0,0,20,United-States, <=50K
41,Private,187802,Undergraduate,10,Handlers-cleaners, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
48,Private,440706,School,4,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
31,Private,191834,High School,9,Machine-op-inspct, Other-relative, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
33,Private,149184,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,0,1977,50,United-States, >50K
49,Self Employed,315998,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
30,Private,159589,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,7688,0,50,United-States, >50K
38,Private,60313,High School,9,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
58,Government,32855,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,48,United-States, <=50K
58,Private,142326,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,50,United-States, <=50K
61,Self Employed,201965,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
58,Private,172333,High School,9,Sales, Husband, Married,Civil, White, Male,7688,0,40,United-States, >50K
32,Private,206541,Associate,11,Tech-support, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
33,Self Employed,177828,High School,9,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,50,United-States, <=50K
28,Private,303440,Undergraduate,13,Exec-managerial, Not-in-family, Separated,No Information, White, Female,0,0,50,United-States, >50K
22,Private,89991,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Female,0,0,11,United-States, <=50K
35,Private,186009,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
59,Private,170988,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,55,United-States, <=50K
45,Self Employed,180239,Professional School,15,Exec-managerial, Husband, Married,Civil, Asian-Pac-Islander, Male,7688,0,40,Unknown, >50K
50,Self Employed,213654,High School,9,Sales, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
56,Self Employed,32316,School,8,Exec-managerial, Not-in-family, Widowed,No Information, White, Female,0,0,40,United-States, <=50K
36,Self Employed,150371,High School,9,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
18,No Information,387871,School,6,Unknown, Own-child, Never,No Information, White, Male,0,0,30,United-States, <=50K
28,Private,314649,Undergraduate,10,Sales, Husband, Married,Civil, Amer-Indian-Eskimo, Male,0,0,60,United-States, <=50K
42,Private,240255,Associate,11,Prof-specialty, Husband, Married,Civil, Black, Male,0,0,40,United-States, >50K
60,Private,206339,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
41,Self Employed,230168,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,91,United-States, <=50K
42,Private,171424,Undergraduate,13,Tech-support, Husband, Married,Civil, White, Male,7298,0,45,United-States, >50K
36,Private,148581,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
52,Government,89705,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
42,Self Employed,248406,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
26,Government,72594,Undergraduate,10,Protective-serv, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
31,Government,137537,Undergraduate,13,Prof-specialty, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
47,Private,225065,School,3,Sales, Unmarried, Separated,No Information, White, Female,0,0,40,Mexico, <=50K
35,Private,217274,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
19,Private,69151,School,5,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,25,United-States, <=50K
59,Self Employed,81107,Undergraduate,10,Sales, Wife, Married,Civil, White, Female,0,0,80,United-States, >50K
38,Private,205852,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
36,Private,201117,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
35,Private,397307,Graduate,14,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,55,United-States, <=50K
39,Private,115422,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,30,United-States, <=50K
64,Private,114994,Undergraduate,10,Other-service, Not-in-family, Separated,No Information, White, Male,0,0,40,United-States, <=50K
17,Government,39815,School,6,Other-service, Own-child, Never,No Information, White, Female,0,0,25,United-States, <=50K
49,Private,151584,Undergraduate,10,Other-service, Husband, Married,Civil, White, Male,0,0,32,United-States, <=50K
19,Private,164938,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Female,0,0,25,United-States, <=50K
36,Self Employed,179896,High School,9,Prof-specialty, Wife, Married,Civil, White, Female,3137,0,40,United-States, <=50K
26,Private,253841,High School,9,Handlers-cleaners, Not-in-family, Never,No Information, White, Male,0,0,45,United-States, <=50K
27,Private,177955,School,3,Priv-house-serv, Other-relative, Never,No Information, White, Female,2176,0,40,El-Salvador, <=50K
66,Private,113323,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,20051,0,40,United-States, >50K
38,Private,320305,School,4,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
25,Private,229287,Undergraduate,13,Exec-managerial, Other-relative, Never,No Information, White, Female,0,0,25,United-States, <=50K
19,Private,100790,High School,9,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
30,Private,331419,Associate,12,Craft-repair, Not-in-family, Never,No Information, White, Male,4787,0,50,United-States, >50K
22,Private,171419,Associate,11,Exec-managerial, Unmarried, Never,No Information, Asian-Pac-Islander, Male,0,0,40,South, <=50K
60,Private,202226,Undergraduate,10,Craft-repair, Own-child, Divorced,No Information, White, Male,0,0,44,United-States, >50K
54,Private,308087,Undergraduate,10,Tech-support, Husband, Married,Civil, White, Male,0,1977,18,United-States, >50K
46,Private,220124,High School,9,Craft-repair, Not-in-family, Separated,No Information, White, Male,0,0,37,United-States, <=50K
33,Government,31703,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
51,Government,153908,Graduate,14,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
43,Private,180599,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,15024,0,60,United-States, >50K
18,No Information,252046,High School,9,Unknown, Own-child, Never,No Information, White, Female,0,0,30,United-States, <=50K
60,Self Employed,160062,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,25,United-States, <=50K
39,Self Employed,148443,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
23,Private,91733,Undergraduate,13,Tech-support, Own-child, Never,No Information, White, Female,3325,0,40,United-States, <=50K
39,Private,176634,Associate,12,Tech-support, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
40,Government,74949,Undergraduate,10,Exec-managerial, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
48,Private,165484,Undergraduate,10,Exec-managerial, Husband, Married,Civil, White, Male,0,0,65,United-States, >50K
24,Private,44738,High School,9,Handlers-cleaners, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
32,Private,130040,High School,9,Handlers-cleaners, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
31,Self Employed,234537,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
39,Private,179016,High School,9,Machine-op-inspct, Not-in-family, Never,No Information, Black, Male,0,0,40,United-States, <=50K
27,Private,335421,Graduate,14,Exec-managerial, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
45,Government,312678,Graduate,14,Adm-clerical, Not-in-family, Never,No Information, Black, Male,0,0,38,United-States, <=50K
22,No Information,313786,High School,9,Unknown, Other-relative, Divorced,No Information, Black, Female,0,0,40,United-States, <=50K
31,Private,198751,Undergraduate,13,Craft-repair, Not-in-family, Never,No Information, Asian-Pac-Islander, Male,0,0,40,Vietnam, <=50K
63,Private,131519,High School,9,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
45,Private,285060,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
28,Government,189765,Undergraduate,10,Adm-clerical, Unmarried, Separated,No Information, White, Female,0,0,50,United-States, <=50K
23,Private,130905,Undergraduate,13,Sales, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
50,Private,146325,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,44,United-States, >50K
33,Private,102821,School,8,Protective-serv, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
22,No Information,137876,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
27,Private,388998,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Male,13550,0,46,United-States, >50K
29,Private,82910,Undergraduate,10,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
36,Private,309122,High School,9,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,35,United-States, <=50K
60,Private,532845,School,2,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,Mexico, >50K
46,Private,195833,Undergraduate,13,Transport-moving, Husband, Married,Civil, White, Male,0,0,50,Unknown, <=50K
67,No Information,98882,Graduate,14,Unknown, Not-in-family, Widowed,No Information, White, Female,0,0,40,United-States, <=50K
20,No Information,133515,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Female,0,0,15,France, <=50K
23,Private,55215,Undergraduate,13,Sales, Own-child, Never,No Information, White, Male,0,0,55,United-States, <=50K
38,Self Employed,176357,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
60,Private,185836,Professional School,15,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
20,Self Employed,54152,Undergraduate,10,Craft-repair, Not-in-family, Never,No Information, White, Female,0,0,35,United-States, <=50K
37,Private,212437,Undergraduate,10,Machine-op-inspct, Unmarried, Widowed,No Information, Black, Female,0,0,48,United-States, <=50K
37,Private,224566,High School,9,Craft-repair, Unmarried, Never,No Information, White, Male,0,0,40,United-States, <=50K
58,Private,200040,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
25,Private,41526,Undergraduate,13,Craft-repair, Own-child, Never,No Information, White, Male,0,0,30,Canada, <=50K
27,Private,89598,Undergraduate,10,Adm-clerical, Unmarried, Never,No Information, White, Female,0,0,60,United-States, <=50K
33,Private,323811,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,55,United-States, <=50K
43,Government,30824,Undergraduate,10,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
21,Government,181096,Undergraduate,10,Tech-support, Own-child, Never,No Information, Black, Male,0,0,20,United-States, <=50K
45,Private,217953,High School,9,Craft-repair, Husband, Married,Civil, Other, Male,0,0,40,Mexico, <=50K
44,Private,222635,School,3,Machine-op-inspct, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
52,No Information,121942,School,4,Unknown, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
53,Private,346871,High School,9,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,4787,0,46,United-States, >50K
31,Private,184889,High School,9,Other-service, Own-child, Never,No Information, Black, Female,0,0,20,United-States, <=50K
18,Government,101709,School,7,Other-service, Own-child, Never,No Information, Asian-Pac-Islander, Male,0,0,15,Philippines, <=50K
20,Private,125010,High School,9,Other-service, Own-child, Never,No Information, White, Female,0,0,30,United-States, <=50K
32,Private,53135,High School,9,Machine-op-inspct, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
48,Private,498328,School,6,Transport-moving, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
46,Private,604380,High School,9,Other-service, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
28,Private,174327,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
27,Self Employed,357283,High School,9,Sales, Not-in-family, Never,No Information, Black, Male,0,0,40,United-States, <=50K
18,Government,280728,Undergraduate,10,Sales, Own-child, Never,No Information, White, Female,0,0,32,United-States, <=50K
69,Self Employed,185039,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,9386,0,12,United-States, >50K
50,Self Employed,251240,Graduate,14,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
43,Private,143046,High School,9,Machine-op-inspct, Wife, Married,Civil, White, Female,0,0,40,Greece, <=50K
32,Private,210541,Undergraduate,13,Sales, Unmarried, Divorced,No Information, White, Female,0,0,30,United-States, <=50K
43,Private,172364,High School,9,Exec-managerial, Not-in-family, Separated,No Information, White, Female,0,0,48,United-States, <=50K
52,Self Employed,138611,High School,9,Sales, Husband, Married,Civil, White, Male,7688,0,55,United-States, >50K
50,Private,176227,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,Unknown, >50K
35,Private,139647,Undergraduate,10,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, >50K
20,No Information,174461,High School,9,Unknown, Own-child, Never,No Information, White, Female,0,0,5,United-States, <=50K
73,No Information,123345,High School,9,Unknown, Not-in-family, Widowed,No Information, White, Female,0,0,65,United-States, <=50K
46,Private,164427,High School,9,Adm-clerical, Own-child, Divorced,No Information, White, Female,0,0,45,United-States, <=50K
58,Private,205235,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
46,Self Employed,192779,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,15024,0,60,United-States, >50K
40,Private,163434,High School,9,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,50,United-States, <=50K
25,Private,264055,Undergraduate,13,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
22,Private,336215,Associate,12,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,25,United-States, <=50K
33,Government,78307,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
49,Government,233059,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
62,Private,91433,School,6,Prof-specialty, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
56,Government,157525,Undergraduate,10,Protective-serv, Not-in-family, Divorced,No Information, Black, Male,0,0,48,United-States, <=50K
24,Private,86065,High School,9,Transport-moving, Unmarried, Never,No Information, White, Female,0,0,40,Mexico, <=50K
42,Private,22831,High School,9,Other-service, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
41,Private,180181,Graduate,14,Exec-managerial, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
23,Private,212617,Undergraduate,13,Other-service, Not-in-family, Never,No Information, White, Male,0,0,66,Ecuador, <=50K
22,No Information,125905,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
35,Private,336793,Undergraduate,13,Adm-clerical, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
42,Private,314649,High School,9,Handlers-cleaners, Other-relative, Married,Absent, Asian-Pac-Islander, Male,0,0,40,Unknown, <=50K
22,Private,283969,High School,9,Machine-op-inspct, Own-child, Never,No Information, White, Male,0,0,40,Mexico, <=50K
32,Self Employed,35595,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
25,Private,410240,High School,9,Craft-repair, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
66,Private,178120,School,3,Priv-house-serv, Not-in-family, Divorced,No Information, Black, Female,0,0,15,United-States, <=50K
26,Government,294400,High School,9,Protective-serv, Husband, Married,Civil, White, Male,0,0,38,United-States, <=50K
46,Private,65353,Undergraduate,10,Transport-moving, Own-child, Divorced,No Information, White, Male,3325,0,55,United-States, <=50K
55,Private,189719,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
24,Private,23438,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
25,Private,178037,High School,9,Sales, Unmarried, Never,No Information, White, Male,0,0,40,United-States, <=50K
22,Private,109815,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
31,Private,197860,High School,9,Other-service, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
30,Private,271933,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
54,Private,141663,High School,9,Other-service, Not-in-family, Never,No Information, White, Male,0,0,15,United-States, <=50K
19,No Information,199609,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
56,Private,92215,School,5,Craft-repair, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, >50K
47,Private,93449,High School,9,Craft-repair, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,60,Japan, <=50K
29,Private,235393,High School,9,Craft-repair, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
53,Private,151864,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
22,Private,189277,High School,9,Machine-op-inspct, Unmarried, Never,No Information, Black, Female,0,0,40,United-States, <=50K
50,No Information,204577,Undergraduate,13,Unknown, Husband, Married,Civil, Black, Male,0,1902,60,United-States, >50K
42,Private,344572,High School,9,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, >50K
21,Private,265356,Undergraduate,10,Sales, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
36,Self Employed,166880,High School,9,Other-service, Not-in-family, Never,No Information, White, Female,0,0,70,United-States, <=50K
60,Private,188650,School,3,Sales, Husband, Married,Civil, White, Male,0,0,40,Unknown, >50K
69,Private,213249,Associate,11,Sales, Not-in-family, Widowed,No Information, White, Female,0,0,25,United-States, <=50K
31,Private,112627,High School,9,Transport-moving, Husband, Married,Civil, Amer-Indian-Eskimo, Male,0,0,40,United-States, <=50K
48,Private,125120,Undergraduate,10,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,55,United-States, <=50K
23,Private,60409,High School,9,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
24,Private,243190,Associate,12,Craft-repair, Unmarried, Separated,No Information, Asian-Pac-Islander, Male,8614,0,40,United-States, >50K
47,Private,583755,High School,9,Adm-clerical, Husband, Married,Civil, Black, Male,0,0,40,United-States, >50K
36,Private,68089,High School,9,Machine-op-inspct, Unmarried, Never,No Information, Amer-Indian-Eskimo, Female,0,0,40,United-States, <=50K
39,Private,306646,Associate,12,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
22,Private,186573,High School,9,Transport-moving, Not-in-family, Never,No Information, White, Female,0,0,46,United-States, <=50K
27,Private,279580,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Male,10520,0,45,United-States, >50K
36,Private,437909,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
54,Private,420691,School,2,Other-service, Husband, Married,Civil, White, Male,0,0,40,Mexico, <=50K
33,Government,94193,High School,9,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
42,Private,154076,High School,9,Prof-specialty, Husband, Married,Civil, White, Male,7688,0,50,United-States, >50K
52,Private,145879,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,65,United-States, <=50K
23,Private,208946,Undergraduate,13,Sales, Own-child, Never,No Information, White, Male,0,0,32,United-States, <=50K
33,Private,231826,School,2,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,40,Mexico, <=50K
30,Private,178587,Associate,11,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,38,United-States, <=50K
35,Private,213208,Associate,11,Tech-support, Husband, Married,Civil, Black, Male,0,0,38,Jamaica, <=50K
35,No Information,139770,Associate,11,Unknown, Wife, Married,Civil, White, Female,0,0,20,United-States, >50K
27,Private,153869,High School,9,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,37,United-States, <=50K
24,Private,88676,High School,9,Other-service, Own-child, Never,No Information, White, Male,0,0,35,United-States, <=50K
44,Government,151089,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
62,Private,138621,Associate,11,Priv-house-serv, Not-in-family, Separated,No Information, Black, Female,0,0,20,United-States, <=50K
45,Private,30457,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,15024,0,40,United-States, >50K
